positive_samples/positive_01.jpg  1 0 0 64 64
positive_samples/positive_02.jpg  1 0 0 64 64
positive_samples/positive_03.jpg  1 0 0 64 64
positive_samples/positive_04.jpg  1 0 0 64 64
positive_samples/positive_05.jpg  1 0 0 64 64
positive_samples/positive_06.jpg  1 0 0 64 64
positive_samples/positive_07.jpg  1 0 0 64 64
positive_samples/positive_08.jpg  1 0 0 64 64
positive_samples/positive_09.jpg  1 0 0 64 64
positive_samples/positive_10.jpg  1 0 0 64 64
positive_samples/positive_11.jpg  1 0 0 64 64
positive_samples/positive_12.jpg  1 0 0 64 64
positive_samples/positive_13.jpg  1 0 0 64 64
positive_samples/positive_14.jpg  1 0 0 64 64
positive_samples/positive_15.jpg  1 0 0 64 64
positive_samples/positive_16.jpg  1 0 0 64 64
positive_samples/positive_17.jpg  1 0 0 64 64
positive_samples/positive_18.jpg  1 0 0 64 64
positive_samples/positive_19.jpg  1 0 0 64 64
positive_samples/positive_20.jpg  1 0 0 64 64
positive_samples/positive_21.jpg  1 0 0 64 64
positive_samples/positive_22.jpg  1 0 0 64 64
positive_samples/positive_23.jpg  1 0 0 64 64
positive_samples/positive_24.jpg  1 0 0 64 64
positive_samples/positive_25.jpg  1 0 0 64 64
positive_samples/positive_26.jpg  1 0 0 64 64
positive_samples/positive_27.jpg  1 0 0 64 64
positive_samples/positive_28.jpg  1 0 0 64 64
positive_samples/positive_29.jpg  1 0 0 64 64
positive_samples/positive_30.jpg  1 0 0 64 64
positive_samples/positive_31.jpg  1 0 0 64 64
positive_samples/positive_32.jpg  1 0 0 64 64
positive_samples/positive_33.jpg  1 0 0 64 64
positive_samples/positive_34.jpg  1 0 0 64 64
positive_samples/positive_35.jpg  1 0 0 64 64
positive_samples/positive_36.jpg  1 0 0 64 64
positive_samples/positive_37.jpg  1 0 0 64 64
positive_samples/positive_38.jpg  1 0 0 64 64
positive_samples/positive_39.jpg  1 0 0 64 64
positive_samples/positive_40.jpg  1 0 0 64 64
positive_samples/positive_41.jpg  1 0 0 64 64
positive_samples/positive_42.jpg  1 0 0 64 64
positive_samples/positive_43.jpg  1 0 0 64 64
positive_samples/positive_44.jpg  1 0 0 64 64
positive_samples/positive_45.jpg  1 0 0 64 64
positive_samples/positive_46.jpg  1 0 0 64 64
positive_samples/positive_47.jpg  1 0 0 64 64
positive_samples/positive_48.jpg  1 0 0 64 64
positive_samples/positive_49.jpg  1 0 0 64 64
positive_samples/positive_50.jpg  1 0 0 64 64
